listing_id,listing_posted_at,street_number,street,city,state,postal_code,submarket,listing_type,listing_size,listing_maximum_contiguous_size,listing_minimum_divisible_size,listing_term_in_months,listing_rate_per_sqft_per_year,listing_terms,listing_available_on,avatar_url,unit,floor,floorplan,uses,property_id,property_avatar_url,property_name,property_description,property_constructed,property_floors,property_building_class,property_renovated,property_latitude,property_longitude,listing_url,property_url,agent1_name,agent1_company,agent1_email_addresses,agent1_phone,agent2_name,agent2_company,agent2_email_addresses,agent2_phone,agent3_name,agent3_company,agent3_email_addresses,agent3_phone
970926,2018-08-06T08:13:01Z,505,Jefferson St,Bastrop,TX,78602,,building,3580,,,,,,2018-01-11 05:43:04 UTC,,,,,"Office,Retail",350656,https://42floors.com/images/H5cf406999e227d5cf769096e0fec372d3e830858B505153OS1000x700W0se/0f29806ec9f82547d385df94747a3b9d858ff890,505 Jefferson St,,1982,,,,30.1058394,-97.3159677,https://42floors.com/us/tx/bastrop/505-jefferson-st?listing=970926,https://42floors.com/us/tx/bastrop/505-jefferson-st,Mary Ann Green,Coldwell Banker Green-Mills,magreen@austin.rr.com,+15126265308,,,,,,,,
970917,2018-08-06T08:13:01Z,1104,Chestnut St,Bastrop,TX,78602,,building,2040,,,,,,2018-01-11 05:38:14 UTC,,,,,Retail,350654,https://42floors.com/images/He1923eb8b8a4fa4030eb555955392c39422362a1B505153OS1000x700W0se/121daabaec2b90e0fae424bb1c2824dcbfe40f9a,1104 Chestnut St,"",1979,,"",,30.11083,-97.31458900000001,https://42floors.com/us/tx/bastrop/1104-chestnut-st?listing=970917,https://42floors.com/us/tx/bastrop/1104-chestnut-st,Mary Ann Green,Coldwell Banker Green-Mills,magreen@austin.rr.com,+15126265308,,,,,,,,
970857,2018-08-06T08:13:00Z,977,TX-71,Bastrop,TX,78602,,unit,4000,,,,12.0,,2018-01-11 04:34:53 UTC,,,,,"Office,Medical,Retail,Industrial,Mixed Use,Other,Hotel,Restaurant",350587,https://42floors.com/images/H3130b509caf81bec0a30d24a258dc14c1b8b0a66B505153OS1000x700W0se/a747dbbf1f7d76eecdb4cca2a180e1235c4870bf,977 TX-71,,2009,,,,30.1092393,-97.3924287,https://42floors.com/us/tx/bastrop/977-tx-71?listing=970857,https://42floors.com/us/tx/bastrop/977-tx-71,Mary Ann Green,Coldwell Banker Green-Mills,magreen@austin.rr.com,+15126265308,,,,,,,,
1248033,2018-08-05T14:55:21Z,103,Ranch Rd 620 N,Lakeway,TX,78734,,unit,2480,,,,,,,,"",,,Office,453270,,"103 Ranch Road 620 N, Lot 29","

### Location

Located on the east side of Ranch Road 620 between the traffic lights at Clara Van and Kollmeyer Drive.  Directly across from the entrance of the Lexus dealership and Sandeez Hamburgers.  

### Sale

 80 feet of Ranch Road North 620 Frontage in exploding Lakeway business district.   Warehouse/office is a single story building constructed of steel and rock façade located in an area that is projected to double in size in the next 10 years.  Building is approximately 2484 sqft (buyer must verify) on 0.2883 acres located in Lakeway directly across 620 from the Lexus dealership entrance, and contains a metal roll up door and a stone monument sign, that is adjacent to the highway.  Property is currently leased with approximately 2 years remaining.  Lease is triple net and is competitive with market and contains escalations.  HVAC is tenant controlled.  A great property in a prime location with huge potential.   It won't last long.   

*Seller will consider owner financing with qualified buyer.*

**Lot may be combined with 103 Ranch Road 620 S, Lot 28 for purchase of both buildings as a single package purchase. **



### Power

City of Austin - Electric

### Land legal

Lot 29 Blk A Cardinal Hills Unit 1",2006,1,B,,30.3663951,-97.9505441,https://42floors.com/us/tx/lakeway/103-ranch-rd-620-n?listing=1248033,https://42floors.com/us/tx/lakeway/103-ranch-rd-620-n,Martin A. Gibbs,,magibbs@gmail.com,+15127500509,,,,,,,,
611577,2018-08-04T11:29:01Z,2020,Babcock Rd,San Antonio,TX,78229,Northwest Side,unit,1020,2970,,,23.5,Full Service,2017-02-01 18:30:00 UTC,,14,,http://assets.42floors.com/documents/61cb/7b87/922d/b9622845efc97c5c63b925d69cd4,"Office,Medical",147483,https://42floors.com/images/H23b2624db9059e307aa98b9ed1e4b31bad59d16aB505153OS1000x700W0se/e774f0b0bc1ef588ee7b9887b1a1b4d4814cf77b,2020 Babcock Rd,"",1985,2,B,,29.5001019,-98.57892480000001,https://42floors.com/us/tx/san-antonio/2020-babcock-rd?listing=611577,https://42floors.com/us/tx/san-antonio/2020-babcock-rd,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Kyle Gunter,Peloton Commercial Real Estate,kgunter@peloton-sa.com,+12102991172x229,Gardner Peavy,Peloton Commercial Real Estate,gpeavy@pelotoncre.com,+12102991172
379606,2018-08-04T11:29:01Z,2020,Babcock Rd,San Antonio,TX,78229,Northwest Side,unit,1950,2970,,,23.5,Full Service,2017-07-17 23:09:29 UTC,,15,,http://assets.42floors.com/documents/7627/1c61/2d5d/2b96e670855f2421aa8323205528,"Office,Medical",147483,https://42floors.com/images/H23b2624db9059e307aa98b9ed1e4b31bad59d16aB505153OS1000x700W0se/e774f0b0bc1ef588ee7b9887b1a1b4d4814cf77b,2020 Babcock Rd,"",1985,2,B,,29.5001019,-98.57892480000001,https://42floors.com/us/tx/san-antonio/2020-babcock-rd?listing=379606,https://42floors.com/us/tx/san-antonio/2020-babcock-rd,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Kyle Gunter,Peloton Commercial Real Estate,kgunter@peloton-sa.com,+12102991172x229,Gardner Peavy,Peloton Commercial Real Estate,gpeavy@pelotoncre.com,+12102991172
379604,2018-08-04T11:29:01Z,2020,Babcock Rd,San Antonio,TX,78229,Northwest Side,unit,2170,,,,23.5,Full Service,2017-07-17 23:09:22 UTC,,20,"",http://assets.42floors.com/documents/4266/d3cc/0207/e3569e1cd553764000c632d47081,"Office,Medical",147483,https://42floors.com/images/H23b2624db9059e307aa98b9ed1e4b31bad59d16aB505153OS1000x700W0se/e774f0b0bc1ef588ee7b9887b1a1b4d4814cf77b,2020 Babcock Rd,"",1985,2,B,,29.5001019,-98.57892480000001,https://42floors.com/us/tx/san-antonio/2020-babcock-rd?listing=379604,https://42floors.com/us/tx/san-antonio/2020-babcock-rd,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Kyle Gunter,Peloton Commercial Real Estate,kgunter@peloton-sa.com,+12102991172x229,Gardner Peavy,Peloton Commercial Real Estate,gpeavy@pelotoncre.com,+12102991172
1247655,2018-08-04T10:57:48Z,553,I-35BL,New Braunfels,TX,78130,,building,7500,,1250,,15.4,NNN,2018-08-04 10:54:33 UTC,,,,,Industrial,456999,https://42floors.com/images/Hab509f2594324e59a207f83c1cd07bfd8ce0350bB505153OS1000x700W0se/e33c008c4dc3ea27397d125c38583ef34fd06b36,553 I-35BL,,1980,,,,29.6920344,-98.1205011,https://42floors.com/us/tx/new-braunfels/553-i-35bl?listing=1247655,https://42floors.com/us/tx/new-braunfels/553-i-35bl,Scott Forester,SVN,scott.forester@svn.com,+18307081340,Jay Dabbs,SVN,jay.dabbs@svn.com,+18303587806,Kristin Schmidt,SVN,kristin.schmidt@svn.com,+18303587804
1247536,2018-08-04T10:10:58Z,816,Camaron St,San Antonio,TX,78212,Five Points,unit,3120,,,,20.0,Full Service,2018-08-04 10:10:23 UTC,,2.44,,http://assets.42floors.com/documents/e5f3/c34d/92f9/36ba56677f8dcf5821add9473ba6,Office,113855,https://42floors.com/images/H499e5c77833ebcca79cc2bb88bb721a3d0cf1e11B505153OS1000x700W0se/9b8d3bdc9dd8415b0dd627352b1c5f16a3b41d1d,816 Camaron St,"",1898,3,C,2014,29.432892,-98.50039,https://42floors.com/us/tx/san-antonio/816-camaron-st?listing=1247536,https://42floors.com/us/tx/san-antonio/816-camaron-st,Kallisyn Gouard,Peloton Commercial Real Estate,kiozzi@pelotoncre.com,+12102991172x244,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247532,2018-08-04T10:07:56Z,816,Camaron St,San Antonio,TX,78212,Five Points,unit,1450,,,,20.0,Full Service,2018-08-04 10:07:12 UTC,,1.09,,http://assets.42floors.com/documents/6587/9320/e8eb/0e46bdb947ddf5b008cee2f752bc,Office,113855,https://42floors.com/images/H499e5c77833ebcca79cc2bb88bb721a3d0cf1e11B505153OS1000x700W0se/9b8d3bdc9dd8415b0dd627352b1c5f16a3b41d1d,816 Camaron St,"",1898,3,C,2014,29.432892,-98.50039,https://42floors.com/us/tx/san-antonio/816-camaron-st?listing=1247532,https://42floors.com/us/tx/san-antonio/816-camaron-st,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,Kallisyn Gouard,Peloton Commercial Real Estate,kiozzi@pelotoncre.com,+12102991172x244,,,,
1247526,2018-08-04T10:02:37Z,816,Camaron St,San Antonio,TX,78212,Five Points,unit,1400,,,,20.0,Full Service,2018-08-04 10:13:28 UTC,,1.03,,http://assets.42floors.com/documents/4b75/5dd5/578a/006bf16c0fd4f9afe39ee6758154,Office,113855,https://42floors.com/images/H499e5c77833ebcca79cc2bb88bb721a3d0cf1e11B505153OS1000x700W0se/9b8d3bdc9dd8415b0dd627352b1c5f16a3b41d1d,816 Camaron St,"",1898,3,C,2014,29.432892,-98.50039,https://42floors.com/us/tx/san-antonio/816-camaron-st?listing=1247526,https://42floors.com/us/tx/san-antonio/816-camaron-st,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,Kallisyn Gouard,Peloton Commercial Real Estate,kiozzi@pelotoncre.com,+12102991172x244,,,,
1247513,2018-08-04T09:56:51Z,613,NW Loop 410,San Antonio,TX,78216,Uptown Loop,unit,1570,,,,26.0,Full Service,2018-08-04 09:56:13 UTC,,860,,,Office,113741,https://42floors.com/images/H864e4e14530e24cdbbc02c9970632af35946d858B505153OS1000x700W0se/4b6d7bb42163a08bf6b05ecce66f7f351dbca3d3,613 NW Loop 410,"",1984,10,A,,29.5209329,-98.50229879999999,https://42floors.com/us/tx/san-antonio/613-nw-loop-410?listing=1247513,https://42floors.com/us/tx/san-antonio/613-nw-loop-410,Kallisyn Gouard,Peloton Commercial Real Estate,kiozzi@pelotoncre.com,+12102991172x244,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247511,2018-08-04T09:56:12Z,8610,Broadway St,San Antonio,TX,78217,,unit,4080,,,,22.0,Full Service,2018-08-04 09:55:42 UTC,,420,4,http://assets.42floors.com/documents/a734/d065/3c64/f1f5cb0a4b94fd3ceb6970ca9080,Office,96666,https://42floors.com/images/H77cd14988c6f715a0146fe744a5fe7e4ed6f1b0dB505153OS1000x700W0se/aa4637ee7149b89faa131ea48d4d779ac2160d5a,8610 Broadway St,"",1983,4,B,2017,29.51883999999999,-98.46151599999999,https://42floors.com/us/tx/san-antonio/8610-broadway-st?listing=1247511,https://42floors.com/us/tx/san-antonio/8610-broadway-st,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247509,2018-08-04T09:55:53Z,613,NW Loop 410,San Antonio,TX,78216,Uptown Loop,unit,4420,,,,26.0,Full Service,2018-10-01 18:30:00 UTC,,530,,,Office,113741,https://42floors.com/images/H864e4e14530e24cdbbc02c9970632af35946d858B505153OS1000x700W0se/4b6d7bb42163a08bf6b05ecce66f7f351dbca3d3,613 NW Loop 410,"",1984,10,A,,29.5209329,-98.50229879999999,https://42floors.com/us/tx/san-antonio/613-nw-loop-410?listing=1247509,https://42floors.com/us/tx/san-antonio/613-nw-loop-410,Kallisyn Gouard,Peloton Commercial Real Estate,kiozzi@pelotoncre.com,+12102991172x244,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247508,2018-08-04T09:54:56Z,613,NW Loop 410,San Antonio,TX,78216,Uptown Loop,unit,2060,,,,26.0,Full Service,2018-08-04 09:52:41 UTC,,510,,http://assets.42floors.com/documents/d09e/22dc/44af/627eee713fa71a275487cd178eb1,Office,113741,https://42floors.com/images/H864e4e14530e24cdbbc02c9970632af35946d858B505153OS1000x700W0se/4b6d7bb42163a08bf6b05ecce66f7f351dbca3d3,613 NW Loop 410,"",1984,10,A,,29.5209329,-98.50229879999999,https://42floors.com/us/tx/san-antonio/613-nw-loop-410?listing=1247508,https://42floors.com/us/tx/san-antonio/613-nw-loop-410,Kallisyn Gouard,Peloton Commercial Real Estate,kiozzi@pelotoncre.com,+12102991172x244,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247507,2018-08-04T09:54:41Z,8610,Broadway St,San Antonio,TX,78217,,unit,9490,,,,22.0,Full Service,2018-08-04 09:52:40 UTC,,400,4,http://assets.42floors.com/documents/2a0e/a527/8026/626a649abd2036e373e6626285f7,Office,96666,https://42floors.com/images/H77cd14988c6f715a0146fe744a5fe7e4ed6f1b0dB505153OS1000x700W0se/aa4637ee7149b89faa131ea48d4d779ac2160d5a,8610 Broadway St,"",1983,4,B,2017,29.51883999999999,-98.46151599999999,https://42floors.com/us/tx/san-antonio/8610-broadway-st?listing=1247507,https://42floors.com/us/tx/san-antonio/8610-broadway-st,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247493,2018-08-04T09:50:41Z,8610,Broadway St,San Antonio,TX,78217,,unit,1550,,,,22.0,Full Service,2018-08-04 09:48:21 UTC,,330,,http://assets.42floors.com/documents/6b30/b814/095b/02fd8fa32dde15af5d05346de07d,Office,96666,https://42floors.com/images/H77cd14988c6f715a0146fe744a5fe7e4ed6f1b0dB505153OS1000x700W0se/aa4637ee7149b89faa131ea48d4d779ac2160d5a,8610 Broadway St,"",1983,4,B,2017,29.51883999999999,-98.46151599999999,https://42floors.com/us/tx/san-antonio/8610-broadway-st?listing=1247493,https://42floors.com/us/tx/san-antonio/8610-broadway-st,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247480,2018-08-04T09:46:25Z,8610,Broadway St,San Antonio,TX,78217,,unit,860,,,,22.0,Full Service,2018-08-04 09:43:59 UTC,,240,,,Office,96666,https://42floors.com/images/H77cd14988c6f715a0146fe744a5fe7e4ed6f1b0dB505153OS1000x700W0se/aa4637ee7149b89faa131ea48d4d779ac2160d5a,8610 Broadway St,"",1983,4,B,2017,29.51883999999999,-98.46151599999999,https://42floors.com/us/tx/san-antonio/8610-broadway-st?listing=1247480,https://42floors.com/us/tx/san-antonio/8610-broadway-st,Andrew Price,Peloton Commercial Real Estate,aprice@pelotoncre.com,+12102991172x241,Christi Griggs,Peloton Commercial Real Estate,cgriggs@pelotoncre.com,+12102991172x231,,,,
1247479,2018-08-04T09:46:22Z,12700,Hill Country Blvd,Bee Cave,TX,78738,,unit,1550,,,,,,2018-12-01 18:30:00 UTC,,"215, Building F",2,http://assets.42floors.com/documents/9cc2/8d38/a70d/97d803d726f702e885df5409bb1f,Mixed Use,147421,https://42floors.com/images/Hfb4bc7754e4be1df17f8c500161a4286f6368534B505153OS1000x700W0se/3bad5087f9c5126068876898a7404772733a6f7a,12700 Hill Country Blvd,"",,2,A,,30.3087594,-97.9387981,https://42floors.com/us/tx/bee-cave/12700-hill-country-blvd?listing=1247479,https://42floors.com/us/tx/bee-cave/12700-hill-country-blvd,Kevin Granger,Peloton Commercial Real Estate,kgranger@pelotoncre.com,+15128143413,Matt Frizzell,Peloton Commercial Real Estate,mfrizzell@pelotoncre.com,+15129255001,,,,
1247473,2018-08-04T09:43:21Z,1265,Industrial St,New Braunfels,TX,78130,,unit,2000,,,36,10.2,Modified Gross,2018-07-31 18:30:00 UTC,https://42floors.com/images/Hc290521d1baca02085bc01b1cec32505243ed4a1B505153OS1000x700W0se/3e3793b829d61cf5851020bda3e432dce101ccfe,B,,,"Industrial,Mixed Use,Office,Retail",275109,https://42floors.com/images/Hb10400abf760408961480ec79cbb24ad91691e5cB505153OS1000x700W0se/d9e5af718194ee28f224f1708ba97373a79beee4,1265 Industrial St,,2005,,,,29.7135378,-98.0992055,https://42floors.com/us/tx/new-braunfels/1265-industrial-st?listing=1247473,https://42floors.com/us/tx/new-braunfels/1265-industrial-st,Chris Blankenship,SVN,chrisb@svn.com,+12105517711,,,,,,,,
1247451,2018-08-04T09:36:27Z,807,Las Cimas Pkwy,Austin,TX,78746,,unit,4860,,,,,,2018-10-01 18:30:00 UTC,,245,2,http://assets.42floors.com/documents/5f4b/8ec8/ea67/3664733da468cbaa664fe2d36be3,Office,96735,https://42floors.com/images/H7d1f3b391357c3d541643bcf0a02e65cea5fb2d6B505153OS1000x700W0se/2a20e1ce2868a55381c36c610672ad5a3093c75f,807 Las Cimas Pkwy,"",2000,4,A,,30.2887197,-97.8297798,https://42floors.com/us/tx/austin/807-las-cimas-pkwy?listing=1247451,https://42floors.com/us/tx/austin/807-las-cimas-pkwy,Kevin Granger,Peloton Commercial Real Estate,kgranger@pelotoncre.com,+15128143413,Brian Liverman,Peloton Commercial Real Estate,bliverman@pelotoncre.com,+15128143402,,,,
1247440,2018-08-04T09:34:02Z,807,Las Cimas Pkwy,Austin,TX,78746,,unit,9070,,,,,,2018-11-01 18:30:00 UTC,,350,3,http://assets.42floors.com/documents/4679/4a26/939d/8af33a4e40be81224c628b63d163,Office,96735,https://42floors.com/images/H7d1f3b391357c3d541643bcf0a02e65cea5fb2d6B505153OS1000x700W0se/2a20e1ce2868a55381c36c610672ad5a3093c75f,807 Las Cimas Pkwy,"",2000,4,A,,30.2887197,-97.8297798,https://42floors.com/us/tx/austin/807-las-cimas-pkwy?listing=1247440,https://42floors.com/us/tx/austin/807-las-cimas-pkwy,Kevin Granger,Peloton Commercial Real Estate,kgranger@pelotoncre.com,+15128143413,Brian Liverman,Peloton Commercial Real Estate,bliverman@pelotoncre.com,+15128143402,,,,
1247379,2018-08-04T09:11:46Z,3939,N Interstate 35 Frontage Rd,New Braunfels,TX,78130,,unit,6000,,,36,10.2,Modified Gross,2018-08-04 09:08:41 UTC,https://42floors.com/images/H02e41b051087b6fec8648d9864f3b8550b21eb3aB505153OS1000x700W0se/4752a7e055f6a9f8f64a524fcf75e9ea2ccd78d9,"100, Building 2",,,Industrial,456914,https://42floors.com/images/Hfa2679aaa0c5c863726a43d4baebc81c5689236fB505153OS1000x700W0se/cb4295b0679dbc755b54b8ca51851fc99751f29e,3939 N Interstate 35 Frontage Rd,,2015,,,,29.7399168,-98.0647517,https://42floors.com/us/tx/new-braunfels/3939-n-interstate-35-frontage-rd?listing=1247379,https://42floors.com/us/tx/new-braunfels/3939-n-interstate-35-frontage-rd,Chris Blankenship,SVN,chrisb@svn.com,+12105517711,,,,,,,,
1247329,2018-08-04T08:56:29Z,3927,Interstate 35 Frontage Rd,New Braunfels,TX,78130,,building,15000,,,36,7.8,Modified Gross,2018-08-04 08:54:14 UTC,,Building 5,,,Industrial,456897,https://42floors.com/images/Hfb2af796e686e40da1516fe501d31d839ec2f3e8B505153OS1000x700W0se/2deb25b3ebd40ccd8bde97019ee000bf7fdb47ba,3927 Interstate 35 Frontage Rd,,,,,,29.7320165,-98.0751373,https://42floors.com/us/tx/new-braunfels/3927-interstate-35-frontage-rd?listing=1247329,https://42floors.com/us/tx/new-braunfels/3927-interstate-35-frontage-rd,Chris Blankenship,SVN,chrisb@svn.com,+12105517711,,,,,,,,
1247301,2018-08-04T08:44:36Z,3943,Interstate 35 Frontage Rd,New Braunfels,TX,78130,,unit,4000,,,36,10.2,Modified Gross,2018-08-04 08:39:08 UTC,,,,,Industrial,456893,https://42floors.com/images/H87f06f689b08bf9bb6f9fa7454da2e675cf750cdB505153OS1000x700W0se/8c9a4d706ae432172c49c66ad84317be79d1a748,3943 Interstate 35 Frontage Rd,,2015,,,,29.7326011,-98.0744514,https://42floors.com/us/tx/new-braunfels/3943-interstate-35-frontage-rd?listing=1247301,https://42floors.com/us/tx/new-braunfels/3943-interstate-35-frontage-rd,Chris Blankenship,SVN,chrisb@svn.com,+12105517711,,,,,,,,
